Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
A Lesson In Leavin',0ImxI6CSbQsrYdhv9C8eUO,0.27,0.767,0.476,0.0,11.0,0.0619,-8.881,1.0,0.322,75.069,4.0,0.964,country
Are the Good Times Really Over (I Wish a Buck Was Still Silver),7tSZJ9iI3634Sqtd6Uvl49,0.808,0.616,0.217,0.000109,0.0,0.122,-15.439,1.0,0.0335,130.613,3.0,0.141,country
Real Love,6cmv1w0ezmtjT1V61PG3lk,0.183,0.437,0.476,0.0,7.0,0.0419,-10.545,1.0,0.0334,200.469,4.0,0.846,country
American Made,1wtcyTExLF8nZu9ZphHIl1,0.108,0.696,0.527,0.000897,8.0,0.0377,-14.275,1.0,0.0329,128.962,4.0,0.974,country
Friday Night Blues,5AgHGO8qE6Gf5HFaY1YHg9,0.699,0.811,0.497,0.0,0.0,0.0577,-10.741,1.0,0.0406,107.636,4.0,0.603,country
"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",7xRind9RPsvGHWR0qbGmfE,0.108,0.589,0.848,0.127,5.0,0.125,-10.998,1.0,0.0383,147.564,4.0,0.913,country
You Never Gave Up On Me,5IHlCoNGoJ4LGEEiB8Gpbl,0.858,0.652,0.326,0.0,4.0,0.0662,-9.587,1.0,0.0449,77.192,4.0,0.174,country
Meet Me In Montana,0qXUwQbZHFnhAGCgqwz2lR,0.393,0.661,0.389,1.04e-06,10.0,0.0902,-12.292,1.0,0.0301,124.147,4.0,0.515,country
Wildflowers - 2015 Remaster,27876bQcDNkZhWqvF0zfFN,0.762,0.609,0.368,6.28e-06,10.0,0.335,-13.338,1.0,0.0294,90.373,4.0,0.618,country
One Promise Too Late,6BtBykwKhMjp4XDGc1ll1B,0.449,0.644,0.304,0.0,0.0,0.715,-15.664,1.0,0.0363,79.099,4.0,0.68,country
Just Another Woman In Love,0E7O4jaoBZv7CGC8oRk61T,0.572,0.639,0.495,0.0,10.0,0.326,-9.446,1.0,0.0265,94.32,4.0,0.491,country
If Drinkin' Don't Kill Me (Her Memory Will),1Eu8T7TxbcrlZ1oE8Eccxd,0.582,0.607,0.32,0.0,6.0,0.168,-13.036,1.0,0.03,89.78,3.0,0.234,country
Highwayman,6uvT4Di9ZRBw5cbexZJDts,0.541,0.675,0.448,0.0135,11.0,0.126,-13.175,0.0,0.0389,101.344,4.0,0.441,country
Love Is Alive,2cD3pqgT9Yn4GUcGflMYdk,0.233,0.698,0.381,8.51e-06,4.0,0.106,-11.281,1.0,0.0291,86.302,4.0,0.365,country
Don't Close Your Eyes,3eIc0XWlqNkT290DfwNyBJ,0.723,0.618,0.271,0.000558,7.0,0.129,-13.695,1.0,0.026,78.334,4.0,0.264,country
A Country Boy Can Survive,5jVGZTrDusSvwhRDPmZMSB,0.144,0.688,0.459,0.0,7.0,0.0816,-9.353,1.0,0.0365,75.184,4.0,0.493,country
I Wish That I Could Fall In Love Today,50pAZTEtKGt2oAguhBrnF7,0.278,0.568,0.472,1.27e-05,9.0,0.322,-11.23,1.0,0.0357,135.343,4.0,0.793,country
Everything That Glitters (Is Not Gold),6NaQDBNUP6LcsZklHizAki,0.726,0.654,0.259,0.0,4.0,0.0541,-16.728,1.0,0.0304,112.1,4.0,0.466,country
I'm Gonna Hire A Wino To Decorate Our Home,5KW0yv8MLurjPifL8pajWn,0.368,0.616,0.462,0.0,7.0,0.257,-12.398,1.0,0.211,162.236,4.0,0.832,country
Little Rock,4kGwf8ArBjC8AZRNbahDxk,0.38,0.662,0.466,5.71e-06,2.0,0.0838,-14.705,1.0,0.0365,140.137,4.0,0.831,country
That's the Way Love Goes,29ZJSsfmcSJcShl44iXuP1,0.549,0.81,0.268,0.00886,3.0,0.0943,-16.733,1.0,0.0291,99.686,4.0,0.625,country
All My Rowdy Friends (Have Settled Down),7hBrO5jpSGEbd9X6zxGxQI,0.23,0.711,0.542,5.2e-06,0.0,0.28,-10.319,1.0,0.0287,127.002,4.0,0.813,country
I Ain't Living Long Like This,0NBKvnJAAG865ENj9bOhvD,0.178,0.622,0.749,0.603,9.0,0.111,-10.201,1.0,0.0301,145.018,4.0,0.78,country
Love At The Five & Dime,02WLZdGJfTX1ZgshVkj2aB,0.68,0.632,0.377,0.0,10.0,0.123,-15.327,1.0,0.0334,75.429,4.0,0.694,country
Who's Gonna Fill Their Shoes,4wDpjRQOvOHXE9AtNWpdVQ,0.672,0.441,0.262,0.0,4.0,0.133,-13.435,1.0,0.0301,138.327,4.0,0.317,country
Seven Year Ache,4CLijHDH7Bd287Pv52BRb1,0.49,0.748,0.565,0.000164,9.0,0.118,-8.679,0.0,0.0318,121.609,4.0,0.691,country
I Got Mexico,0BM8wPzuihqUE561Poj2b7,0.366,0.82,0.529,0.0,6.0,0.09,-10.08,0.0,0.0385,112.114,4.0,0.853,country
Roll On (Eighteen Wheeler),31LOzuiEqzfMZ6f8nujDVd,0.115,0.583,0.456,0.0,5.0,0.556,-19.116,1.0,0.0578,131.815,4.0,0.639,country
To Know Him Is to Love Him - 2015 Remaster,0gIhlWV243Z1K93QfCeJTM,0.767,0.323,0.196,0.000539,8.0,0.0948,-16.247,1.0,0.0327,174.656,3.0,0.354,country
Jose Cuervo,3lrlZLY4RL816J0ersG63f,0.302,0.695,0.582,0.0,7.0,0.107,-9.399,1.0,0.0831,115.327,4.0,0.776,country
Tight Fittin' Jeans,7A7gHOXvDJ12CRfiZ18Uro,0.191,0.707,0.546,7.37e-05,4.0,0.145,-11.398,1.0,0.0429,102.417,4.0,0.861,country
You're The Reason God Made Oklahoma,6h2uiSGYI1oLzYg0MvBs6v,0.536,0.463,0.345,0.0,9.0,0.146,-12.011,1.0,0.0307,97.7,4.0,0.358,country
What's Forever For?,5j2yIrnbgDW51GM95ZjqDj,0.47,0.551,0.214,0.0,0.0,0.141,-16.631,0.0,0.0282,75.268,4.0,0.294,country
Tennessee Flat Top Box,2m25daTa9vh2G3kR4ZnSSS,0.157,0.609,0.633,4.21e-05,5.0,0.133,-15.919,0.0,0.0308,97.558,4.0,0.971,country
Diggin' Up Bones,6stD0CS3QFs2yY3CoBfK8K,0.361,0.703,0.575,0.0,0.0,0.0692,-8.215,1.0,0.0261,85.672,4.0,0.869,country
All My Rowdy Friends Are Coming Over Tonight,1yzyhrCfdwPgfWixsCELlH,0.13,0.607,0.904,0.0,2.0,0.134,-7.693,1.0,0.0435,146.831,4.0,0.877,country
I'd Love To Lay You Down,4VF5XIZ7EiMfLElRzYG2E8,0.572,0.638,0.377,0.0,2.0,0.102,-15.64,1.0,0.0341,81.911,4.0,0.778,country
Daddy's Hands,2VPnnOGXmejtKqxGY4jg66,0.54,0.551,0.269,0.0,2.0,0.103,-9.782,1.0,0.028,76.511,4.0,0.476,country
Nobody,1IyktkUQ3ktjlc6eDXG967,0.249,0.764,0.448,0.0,0.0,0.107,-12.371,1.0,0.0336,124.226,4.0,0.868,country
Any Day Now,30upl1YT1suEgSDpIopSky,0.148,0.696,0.532,0.00246,5.0,0.0842,-9.705,1.0,0.0237,103.359,4.0,0.624,country
I Loved 'Em Every One,4vRwErUg8XwxZnMsAp5ozS,0.185,0.68,0.637,0.00968,4.0,0.0614,-14.561,0.0,0.0319,87.131,4.0,0.7,country
Stand By Me - Single Version,3Fa7jdzVHdykpioJP1Qw7Z,0.699,0.666,0.42,0.0511,4.0,0.142,-12.28,1.0,0.0255,90.794,4.0,0.34,country
My Favorite Memory,7FsM2MPjPCdgYld4NsvO0f,0.874,0.452,0.158,0.000527,2.0,0.0846,-14.317,1.0,0.0358,129.822,3.0,0.134,country
I'm No Stranger to the Rain,0lNLXEMPtGhEpbgwQfo0c1,0.401,0.671,0.44,0.131,4.0,0.111,-11.15,1.0,0.0235,88.115,4.0,0.489,country
Redneck Girl,3GdqfRTNtoAbYsDvipCoVg,0.0831,0.759,0.554,4.92e-06,9.0,0.0895,-15.167,1.0,0.0349,126.994,4.0,0.913,country
I Believe In You,2XQUerfdDAi7Ncla2a4skr,0.835,0.659,0.221,0.000396,7.0,0.139,-20.219,1.0,0.0494,117.945,3.0,0.56,country
Born To Boogie,6ORuFMNsVti1by7vkgDdVK,0.0848,0.573,0.94,1.35e-05,9.0,0.154,-4.486,1.0,0.0359,90.286,4.0,0.878,country
Drivin' My Life Away - 2009 Remaster,7ITL5IjLVR683ZDNGpDqek,0.0875,0.649,0.797,0.000243,9.0,0.0573,-7.966,1.0,0.035,84.185,4.0,0.89,country
I Told You So,4HNj7TkT9VnfVjtV2HRlpl,0.347,0.633,0.325,0.0,9.0,0.114,-9.05,1.0,0.0268,79.079,4.0,0.229,country
My Heroes Have Always Been Cowboys,0dlNwpfDzFIKdtuJSnHbzK,0.181,0.387,0.322,0.0145,2.0,0.205,-13.348,1.0,0.0378,114.762,3.0,0.258,country
Old Hippie,5fv9qtXwNV6Xx3P9bRed5i,0.038,0.691,0.497,5.94e-06,11.0,0.0859,-13.248,1.0,0.0473,103.893,4.0,0.701,country
The Conversation (with Hank Williams Jr.),1O2AIet2IjgK6A4vrJQPAK,0.4,0.712,0.633,0.000231,11.0,0.157,-11.593,0.0,0.055,90.401,4.0,0.884,country
The Bluest Eyes In Texas,1XUiXn0r5o9EDS6BhAYdIA,0.496,0.643,0.525,0.0,10.0,0.142,-10.988,1.0,0.0272,113.907,4.0,0.552,country
What I'd Say,6qdaMyeAxixEtIiI1Wqr4l,0.717,0.67,0.265,1.06e-06,6.0,0.102,-12.741,1.0,0.0289,117.799,4.0,0.255,country
Only One You,2KrbGmJsKa6xVtwYtQVGkg,0.571,0.767,0.805,0.000442,4.0,0.0507,-9.25,0.0,0.0259,93.822,4.0,0.965,country
I Tell It Like It Used To Be,5wsa5z6Vfq0gjaC32X4hAG,0.358,0.73,0.49,0.0,2.0,0.0219,-10.613,1.0,0.0369,88.944,4.0,0.564,country
She Got the Goldmine (I Got the Shaft),0AbYscoIblUGiNqn2Iw6fq,0.384,0.77,0.689,0.0,9.0,0.231,-14.337,1.0,0.312,110.866,4.0,0.805,country
Swingin',7x6z6qiA3eXSeKOH7hH2Mr,0.548,0.666,0.64,0.0,4.0,0.177,-13.945,1.0,0.0387,107.751,4.0,0.954,country
I'll Still Be Loving You,1y9Tpv5Lj0KYMvz2mzoidT,0.704,0.539,0.209,0.0,8.0,0.0922,-16.902,1.0,0.0297,168.758,4.0,0.259,country
Somebody's Knockin',4XZzz3KpYL7TSzRmSaIuiE,0.233,0.699,0.515,2.56e-06,11.0,0.0888,-10.816,0.0,0.0299,95.044,4.0,0.734,country
Sunday In the South,4txNtoBnQ3OgazfeTS8iGP,0.697,0.615,0.335,0.0,7.0,0.122,-12.372,1.0,0.0251,90.956,4.0,0.441,country
Same Ole Me,4yXvztnOOlSspO4W3MIsdd,0.634,0.724,0.288,9.03e-06,7.0,0.144,-13.873,1.0,0.0296,109.431,4.0,0.403,country
80's Ladies,3cyRqqiu2lrDq06PU3fvce,0.207,0.594,0.368,8.51e-06,0.0,0.0811,-11.504,1.0,0.024,98.358,4.0,0.297,country
Just to Satisfy You,7dwgvrv1SrryEYG2MMNuXN,0.121,0.589,0.588,0.0396,10.0,0.179,-13.29,1.0,0.0334,151.033,4.0,0.81,country
Good Ole Boys Like Me - Single Version,7fw6XQdMN9BszacQxoz4gZ,0.579,0.715,0.238,0.000931,9.0,0.138,-21.114,1.0,0.0317,108.131,4.0,0.486,country
Highway 40 Blues,58hXpQTyQLiskPd5XiLzFQ,0.0582,0.653,0.657,0.00139,4.0,0.349,-11.966,1.0,0.0316,117.972,4.0,0.96,country
Do You Wanna Go To Heaven,2S0XttyAttwENSmmWa0kkm,0.422,0.675,0.49,0.00162,1.0,0.106,-13.845,1.0,0.0341,90.598,4.0,0.678,country
Why Does It Have to Be (Wrong or Right),2PgFdBqxZ3jJgcnotSLd65,0.23,0.756,0.448,0.0,9.0,0.0817,-13.605,1.0,0.0282,88.945,4.0,0.82,country
Leaving Louisiana In The Broad Daylight,1ADDagtKH24eNO8eJ6II6j,0.247,0.597,0.628,1.9e-05,5.0,0.199,-14.06,1.0,0.0351,95.33,4.0,0.77,country
Dixie On My Mind,7HdSVjZimbY8w0DX8aHLMv,0.0723,0.617,0.752,7.1e-06,2.0,0.202,-5.667,1.0,0.0241,104.791,4.0,0.809,country
Baby I Lied,5KqGrafc3paz7bNPju5Ne9,0.318,0.63,0.478,6.49e-05,11.0,0.0942,-10.589,1.0,0.0275,92.491,4.0,0.279,country
Somebody Should Leave,4m3VFxVwSPk8VGoA9qcLRC,0.272,0.544,0.169,1.46e-06,1.0,0.0831,-17.224,1.0,0.0283,98.649,4.0,0.39,country
Do Ya',4uhDXoLPOR60UWIQNfdJjk,0.424,0.647,0.233,0.00142,7.0,0.0914,-13.15,1.0,0.0361,165.928,4.0,0.403,country
Heartbroke,79gYsiFPJ8x6ofr656fVIP,0.068,0.555,0.562,0.0,2.0,0.21,-10.713,1.0,0.0388,192.981,4.0,0.853,country
Mama's Never Seen Those Eyes,2CpnNgpSYSjwkyXAJqHSnP,0.0872,0.592,0.469,0.0,8.0,0.0605,-12.276,1.0,0.0268,144.152,4.0,0.88,country
Holding Her and Loving You,5K8MiZ3xJD57Z77EOCZGaI,0.323,0.619,0.392,1.25e-05,7.0,0.123,-11.967,1.0,0.0304,125.868,4.0,0.334,country
Perfect,2X90tKH59XlulLjbT4vci1,0.292,0.579,0.203,0.0,9.0,0.0866,-15.216,0.0,0.0657,138.798,4.0,0.602,country
That Lovin' You Feelin' Again (with Roy Orbison) - 2008 Remaster,4PsXJjKjUQzuX5o9UAsNF2,0.542,0.556,0.426,0.0,2.0,0.312,-12.543,1.0,0.0278,106.029,4.0,0.469,country
Fourteen Carat Mind,2RB2xSlVoMRhINO0SruNIx,0.143,0.539,0.485,0.0,5.0,0.181,-15.072,1.0,0.0341,188.884,3.0,0.94,country
If It Don't Come Easy,3YuCV1BpUaitv016B5Lpcu,0.395,0.632,0.591,0.0,10.0,0.0797,-13.322,1.0,0.0502,141.702,4.0,0.536,country
I Can Tell By the Way You Dance,6m7HjxgVcktBJIwOBG8r4F,0.0972,0.755,0.593,0.0,4.0,0.13,-11.093,1.0,0.0295,109.812,4.0,0.919,country
C.C. Waterback,1MQYA59Whe8zRBnGqgAvMP,0.328,0.757,0.416,0.00119,2.0,0.0535,-14.597,1.0,0.0665,125.038,4.0,0.714,country
Step That Step,4p0WEALPRSImOlp0glMiDM,0.262,0.61,0.518,0.0,4.0,0.0766,-15.036,1.0,0.0288,97.707,4.0,0.897,country
We Believe In Happy Endings (with Emmylou Harris),7sEmUltyPUy9v2Of7Whzpy,0.565,0.594,0.321,0.0,5.0,0.0913,-11.886,1.0,0.0234,91.203,4.0,0.31,country
Crackers - Single Version,3VSkgyqT0jkV68t5QCX8iQ,0.728,0.637,0.859,0.0,11.0,0.104,-7.098,1.0,0.225,153.178,4.0,0.698,country
(That's What You Do) When You're in Love,0zd4IzrpBnA1giNE6KkYby,0.277,0.574,0.47,0.0,10.0,0.061,-13.137,1.0,0.0356,160.821,4.0,0.937,country
The Architect,78SjYKRXdivtTDHBzaehnm,0.825,0.684,0.36,0.0,9.0,0.0806,-8.543,1.0,0.0341,123.244,4.0,0.383,country
Bitter Winds,4X9UTklC74F5hnlVjrPbnN,0.465,0.433,0.331,5.35e-05,0.0,0.13,-9.945,1.0,0.0312,107.744,4.0,0.157,country
Vampire Empire,0ToG55iJZCOzZkcpWbXxpW,0.287,0.636,0.572,0.0,9.0,0.0878,-7.797,1.0,0.0913,131.272,4.0,0.66,country
"Burn, Burn, Burn",5jfhLCSIFUO4ndzNRh4w4G,0.897,0.508,0.296,5e-05,3.0,0.11,-10.513,1.0,0.0755,82.532,4.0,0.134,country
Dollar Bill Bar,3yYD3H6AdEdSqXrgxgktOU,0.475,0.523,0.584,0.0,11.0,0.095,-6.407,1.0,0.061,128.359,4.0,0.446,country
Kingston,5WbfFTuIldjL9x7W6y5l7R,0.154,0.73,0.355,0.00155,10.0,0.117,-9.13,0.0,0.0359,142.143,4.0,0.56,country
Hard Luck & Circumstances,28ejnV7iWD3bIgBXwcTy5k,0.247,0.582,0.702,0.0109,2.0,0.205,-5.943,1.0,0.0255,85.713,4.0,0.629,country
"Gettin' Rich, Goin' Broke",3EYuaUD1h9poig88XzuBp3,0.0645,0.61,0.843,0.00619,4.0,0.255,-3.041,0.0,0.0285,92.051,4.0,0.707,country
Fire in the Sky,21KtzK2Ca651OjwqmSLuLF,0.00354,0.264,0.802,0.0956,9.0,0.0988,-7.445,1.0,0.0578,148.19,4.0,0.465,country
Milwaukee,2hPGwgrohMaMbEvjtNrw0G,0.269,0.464,0.754,0.000634,11.0,0.214,-4.656,0.0,0.0462,166.91,4.0,0.554,country
Funnel of Love,4oGqIK1jkxV5aRZQCtUBsY,0.126,0.587,0.575,2.14e-06,2.0,0.142,-5.158,0.0,0.0268,127.037,4.0,0.597,country
Black Powder,6grkDYOC3z47Zi4w02SVsz,0.0199,0.484,0.728,0.148,9.0,0.12,-6.572,0.0,0.0531,157.631,4.0,0.828,country
A Life Where We Work Out (with Kaitlin Butts),5UyBjTBy4XxqQT2qHksbo0,0.14,0.597,0.501,0.000424,3.0,0.111,-7.456,1.0,0.0263,152.042,4.0,0.404,country
Cowboy Kind of Love,0ZWDipzWCRrSqaZZ9aUlEF,0.134,0.582,0.562,4.07e-06,1.0,0.246,-7.025,1.0,0.0241,92.056,4.0,0.583,country
Find Your People,6GuyIXoGIaTw1Pg6Ug9enJ,0.329,0.678,0.526,0.0,5.0,0.302,-7.292,1.0,0.0281,87.005,4.0,0.492,country
Where My Wild Things Are,208hyGbFtTa7I7zYzOm13P,0.39,0.61,0.782,0.172,2.0,0.124,-7.436,1.0,0.0518,95.016,4.0,0.691,country
She Calls Me Back (with Kacey Musgraves),0p1hBWPaSxUDTSa32PyhnU,0.0706,0.743,0.671,0.0,11.0,0.294,-6.304,1.0,0.0382,127.923,4.0,0.627,country
Right Back to It,0MyiHsmsraegQsowpoWxEf,0.175,0.656,0.489,0.000245,6.0,0.134,-7.166,1.0,0.0277,134.153,4.0,0.166,country
Everything Under The Sun,5g19VWVVMCk9pc5Y0SOSGK,0.649,0.581,0.5,0.0,5.0,0.0984,-5.831,0.0,0.0264,87.194,4.0,0.431,country
Have You A Heart,7AhVjOemVKsEiLSXvo9PHU,0.211,0.3,0.468,0.0,7.0,0.174,-7.126,1.0,0.0331,133.555,3.0,0.228,country
The Man from Waco,2rI67pLdZ8mt5tbJeJ06S7,0.159,0.643,0.379,0.553,2.0,0.105,-10.769,1.0,0.0253,106.116,4.0,0.507,country
Years,72ha7F3FCjTFXFkUHt4fMe,0.259,0.641,0.574,5.92e-06,6.0,0.277,-8.071,0.0,0.0336,146.801,4.0,0.55,country
Wool - from The Hunger Games: The Ballad of Songbirds & Snakes,4hoqP9dIAu2Nk6u5LvxOR4,0.894,0.6,0.274,0.0194,5.0,0.11,-13.642,0.0,0.0316,111.672,4.0,0.162,country
Cowpoke,0QJKUh0ga2ubfuVs8DM7bq,0.4,0.478,0.366,0.0066,0.0,0.0984,-12.045,1.0,0.0376,121.683,3.0,0.291,country
Life Lessons,0VFwBPIBEuveQTxrm5OerM,0.443,0.672,0.627,1.95e-06,10.0,0.0981,-6.665,1.0,0.0286,108.908,4.0,0.796,country
The Frost,41nIJErYY9goKvnCyG7ov6,0.901,0.461,0.282,0.0301,10.0,0.303,-17.201,1.0,0.03,106.943,4.0,0.348,country
Flip a Coin,3fNV0e9te9ZJeGEvSPR6N5,0.845,0.475,0.139,3.19e-06,4.0,0.119,-9.406,1.0,0.0429,122.848,3.0,0.247,country
Cowboy Gangster Politician,3imw8kF7wpq1oxYqHw4COo,0.212,0.668,0.704,0.012,4.0,0.108,-7.366,0.0,0.0331,129.921,4.0,0.626,country
Winter's Come and Gone - from The Hunger Games: The Ballad of Songbirds & Snakes,7vN6yDVTOphQUXJ1leQgPB,0.545,0.514,0.259,3.05e-06,6.0,0.108,-7.452,1.0,0.0297,100.865,4.0,0.387,country
Keep The Wolves Away,1YzIpqwnj5M8qylwn1Tr9Z,0.52,0.683,0.351,0.000593,1.0,0.11,-10.276,0.0,0.0318,122.212,4.0,0.144,country
Fox Hunt,32TjTdbpM9dv5gBVFXbU8S,0.241,0.479,0.61,2.34e-05,7.0,0.121,-5.789,1.0,0.0352,126.957,4.0,0.413,country
Till I Return,5bi8RvkKme1gAWymqVbhSR,0.162,0.486,0.5,0.000218,3.0,0.0792,-7.287,0.0,0.0243,93.708,4.0,0.458,country
Russell County Line,68i0Y8xMaYxLHSeUu4uWtA,0.169,0.635,0.318,2.43e-05,2.0,0.103,-9.053,1.0,0.0347,95.056,4.0,0.395,country
$10 Cowboy,0wkAesjWf52ubUT4ZK8VN0,0.356,0.571,0.704,0.0728,7.0,0.133,-5.684,1.0,0.0339,75.521,4.0,0.751,country
Grief is Only Love,3ahuBtIP8Hh1n5L8jUUzXD,0.481,0.465,0.578,0.00275,1.0,0.103,-9.026,1.0,0.0445,144.914,4.0,0.302,country
Press On,0pfcSDN5SE7WBG5DNaSBLs,0.483,0.574,0.463,0.00993,5.0,0.0957,-9.071,1.0,0.0272,91.586,4.0,0.442,country
Mornings With You (with Kaitlin Butts),0yebM7lJyoX5doGOCW9fmk,0.684,0.628,0.3,6.09e-05,4.0,0.283,-9.95,1.0,0.0302,114.008,3.0,0.253,country
A Cat in the Rain,0Zt4KxjqHYswmQvjpnpiPe,0.224,0.609,0.592,1.08e-06,7.0,0.104,-7.868,1.0,0.0271,129.974,4.0,0.671,country
Movin',5mwr49vu0RI3RJG8NLiJ1z,0.0673,0.423,0.82,5.79e-05,2.0,0.176,-5.956,1.0,0.0675,168.449,4.0,0.67,country
I Was Born To Love You,3PG6V5yuFfo4APiovOQoRv,0.794,0.65,0.271,6.9e-05,9.0,0.196,-11.081,1.0,0.0314,78.036,4.0,0.21,country
West Of Tulsa,30CTixQQMXTkbBUKrLQpbe,0.0371,0.561,0.659,0.0,7.0,0.134,-5.169,1.0,0.0299,168.022,4.0,0.521,country
Evangelina,6ChZogzAHtLAFh9OtG1rSL,0.627,0.714,0.53,0.00625,7.0,0.106,-9.69,1.0,0.0425,122.916,4.0,0.778,country
Paradise,03oJ08eFsEOll82tHJNAY3,0.756,0.434,0.307,2.37e-05,2.0,0.0903,-9.578,1.0,0.0394,186.491,3.0,0.519,country
My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,0.868,0.504,0.308,0.135,9.0,0.158,-14.958,1.0,0.0321,113.95,4.0,0.121,country
Spinnin',0k1MIumc7GxFeiQsKgRBys,0.0974,0.54,0.558,0.0981,0.0,0.0983,-6.196,1.0,0.027,137.88,4.0,0.129,country
Nothing You Can Take From Me (Boot-Stompin' Version) - from The Hunger Games: The Ballad of Songbirds & Snakes,4ck5SWSXlSUVHhYjq9Cb8L,0.671,0.504,0.676,0.000697,10.0,0.0876,-8.035,0.0,0.0769,104.128,4.0,0.665,country
California Sober (feat. Willie Nelson),0zfEBDdtB0TPV64JcvF7E5,0.349,0.552,0.701,3.35e-05,7.0,0.078,-7.21,1.0,0.0319,123.606,4.0,0.745,country
This Ain't It,6B14xfqJG4JCzf0gaFkQ21,0.000366,0.366,0.741,0.766,7.0,0.168,-7.438,1.0,0.0298,86.295,4.0,0.426,country
Rustin' In The Rain,7CYYZVnDYoUtNlSxNNz4P9,0.399,0.462,0.944,0.0,2.0,0.0851,-4.507,1.0,0.0946,148.991,4.0,0.841,country
Drivin' My Life Away,0ijdFzcMMkyr5FP73daA0Q,0.113,0.571,0.57,0.00244,9.0,0.066,-14.091,1.0,0.047,168.943,4.0,0.814,country
Live Off,3967Uo1G05njseUUCnev2w,0.157,0.736,0.813,2.45e-06,7.0,0.282,-5.206,1.0,0.0306,129.956,4.0,0.403,country
Western White Pines,2zqN6JNBQ13hRQZQMH8g3s,0.73,0.48,0.317,0.0,7.0,0.129,-8.049,1.0,0.0345,90.061,4.0,0.304,country
Jersey Giant,0Mq6UjfEgvHkNDv6DPow94,0.516,0.478,0.498,0.0,9.0,0.141,-5.366,1.0,0.0288,96.018,4.0,0.378,country
Sweet Symphony (with Chris Stapleton),78HpdJlNoppURkMmE0dogS,0.796,0.396,0.278,6.92e-06,8.0,0.115,-9.526,1.0,0.05,169.93,3.0,0.155,country
In Between (feat. Ken Pomeroy),5NpBOItPWmAFR4V5rayGAS,0.352,0.629,0.496,0.000198,2.0,0.112,-9.225,1.0,0.027,74.01,4.0,0.506,country
Seven Spanish Angels (Recorded at Luck Reunion) - Spotify Singles,4LRYmJbb3dzHi8Hp48i3KR,0.777,0.695,0.267,0.000164,9.0,0.105,-9.372,1.0,0.0403,132.996,4.0,0.517,country
Who I Am,41kIX5NAx8HXFpZx8XJghd,0.0161,0.585,0.667,0.000389,7.0,0.169,-7.128,1.0,0.0313,124.973,4.0,0.558,country
Easy as Hello,5hVBphaDDDa8AOnBPy5z4w,0.000895,0.548,0.894,0.00066,5.0,0.197,-4.824,0.0,0.0343,139.925,4.0,0.625,country
Love Go By,2kIVaHR9iEO8Ai2m4fFiB6,0.29,0.56,0.607,2.43e-05,0.0,0.114,-5.031,1.0,0.0311,85.917,4.0,0.467,country
All Again,5tbPAlC6DtO9LvqbN3GJ8D,0.217,0.511,0.454,0.000704,8.0,0.129,-9.24,1.0,0.0257,92.089,4.0,0.548,country
patches,54PBgesYzwCsJSWBqy50gW,0.624,0.604,0.685,0.00569,8.0,0.0943,-7.212,1.0,0.03,94.978,4.0,0.847,country
Please Don't Go,6DHPLbudo5JXNdUlG7zDcC,0.379,0.683,0.554,0.00011,6.0,0.0845,-7.487,0.0,0.05,85.455,4.0,0.452,country
If You Were Mine,1GL0nollq8IdnV4tfYtEZT,0.521,0.454,0.509,2.01e-06,11.0,0.112,-8.491,1.0,0.03,73.892,4.0,0.447,country
Bury Me in My Hometown,1jzQGB2wOOm1AaqA8cf0ic,0.593,0.602,0.342,3.69e-06,7.0,0.103,-8.817,1.0,0.0274,127.681,4.0,0.444,country
Somebody Just Like Me,3N8P57zfeILMnUP90DZH40,0.36,0.64,0.552,2.09e-05,5.0,0.269,-5.491,1.0,0.0306,142.071,4.0,0.754,country
Give It Some Time,3EYGT2jL6afEPBohmfnEIE,0.0123,0.635,0.749,0.0,5.0,0.0645,-5.287,0.0,0.031,122.927,4.0,0.516,country
Sticks and Stones,7rEynpRklo0a7viURmayMj,0.0447,0.546,0.582,0.0,2.0,0.118,-5.345,1.0,0.029,78.03,4.0,0.666,country
Way of the Triune God - Jubilee Version,3mXMXwi6zJ7XVaG4PbpcjS,0.76,0.588,0.565,3.7e-06,10.0,0.288,-5.986,1.0,0.0277,78.99,4.0,0.658,country
Change Of Heart [Feat. Sierra Ferrell],3RMBqywLJEMrNIcFeasnme,0.796,0.582,0.292,0.0,9.0,0.103,-9.807,0.0,0.0276,83.518,4.0,0.316,country
Northwest,26XedTngu1tjJkwoHqQiC1,0.0596,0.56,0.815,0.000782,11.0,0.124,-6.588,1.0,0.0349,129.204,4.0,0.8,country
Dark Black Coal,4u0P6WKN5NQRz6wDRgDSlR,0.908,0.496,0.214,5.93e-05,11.0,0.0968,-8.803,0.0,0.0325,111.259,3.0,0.271,country
This Life,1fEbeOqzgVJWGWydZoMLn7,0.0357,0.657,0.726,0.000228,9.0,0.188,-5.979,1.0,0.031,146.92,4.0,0.543,country
Life Ain't Fair and the World Is Mean,3M97fwKZfzvQ8xppMoQ7a0,0.142,0.637,0.821,0.0349,11.0,0.261,-5.065,0.0,0.0342,104.34,4.0,0.734,country
Corralling the Blues,2DsHa2ozp5MveeKjylgKWF,0.777,0.52,0.384,0.466,1.0,0.104,-12.798,1.0,0.0353,115.12,3.0,0.343,country
