Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Be Here and Now,3uvfxpOixHqWdwpFfJb48F,0.108,0.561,0.63,0.178,1.0,0.134,-8.019,0.0,0.0344,121.998,4.0,0.0378,edm
I WON'T STAY,16Xp4KpTyFJc4jKXpNFFyE,0.0128,0.71,0.553,0.697,5.0,0.11,-8.898,0.0,0.0379,122.01,4.0,0.202,edm
Arbora,1QgbpXgP9AGnEwTHtA51Al,0.0276,0.61,0.896,0.933,1.0,0.116,-7.052,1.0,0.0335,123.003,4.0,0.0371,edm
Far Behind,03nv4DOcmJMYdlJuKEO2x8,0.187,0.364,0.613,0.855,7.0,0.0983,-9.921,0.0,0.0379,123.008,4.0,0.126,edm
NA NA NA,7xMyPCsSnWJqsgjhgLy0dz,0.00544,0.691,0.763,0.583,8.0,0.0887,-9.049,0.0,0.0479,122.007,4.0,0.404,edm
Petit Matin,0MOwzHYBsXeVkb98ewMMZP,0.145,0.818,0.548,0.899,11.0,0.0907,-9.012,0.0,0.0425,123.994,4.0,0.149,edm
Estación Esperanza,1jGkLUJCl46NmXIM6rUghn,0.000882,0.548,0.671,0.131,9.0,0.839,-8.471,0.0,0.0374,122.008,4.0,0.52,edm
Teleport - Future Mix,70Oo2oO6UkIjkh6oy3SXDM,0.00647,0.738,0.69,0.94,5.0,0.191,-14.456,0.0,0.0421,125.854,4.0,0.279,edm
Cold Shoulder - Helsloot Remix,2Y9yBWz14WmHO8xrCZUORP,0.0451,0.669,0.732,0.591,5.0,0.116,-10.615,1.0,0.0479,122.997,4.0,0.275,edm
Kilian,3q0bx1u5sP4KYE3XldP0PP,0.0019,0.691,0.804,0.821,7.0,0.0994,-9.402,1.0,0.0382,125.005,4.0,0.0708,edm
Orbits of Dust,6Ph7youWJICoOoevKOvyJR,0.0153,0.632,0.776,0.933,1.0,0.0795,-10.479,1.0,0.0369,123.704,4.0,0.542,edm
NOSTALGIA*,4AFWYfIxLAiEL3G3KwEhQR,0.284,0.902,0.516,0.00104,9.0,0.097,-6.493,0.0,0.368,125.942,4.0,0.276,edm
Sign of the Times,2UOtnKZNppcZ5dC8v2FS41,0.276,0.537,0.782,0.841,11.0,0.132,-7.91,0.0,0.0801,125.999,4.0,0.057,edm
Amanhã,7iIvD4PwoUUTvawu3Otf9G,0.00533,0.473,0.868,0.838,9.0,0.109,-6.825,1.0,0.129,155.292,5.0,0.0391,edm
Copal - Super Flu Remix,2Eu5IxBvLxCd1HFVR4JbR4,0.00578,0.757,0.599,0.897,0.0,0.0994,-10.476,1.0,0.0583,123.289,5.0,0.311,edm
Lay It All On Me,1MPfyPFjBE0e9GGWImKlXf,0.0151,0.574,0.922,0.453,6.0,0.0835,-6.309,1.0,0.042,126.002,4.0,0.705,edm
Silence,0rkJhWp63okDVZa5Cda6ua,0.833,0.694,0.661,0.0175,4.0,0.12,-9.394,0.0,0.0377,124.996,4.0,0.133,edm
Tomorrow,2af85ilHz1R6Cuo4JzqpIR,0.00601,0.811,0.86,0.0207,2.0,0.125,-9.147,1.0,0.0622,123.956,4.0,0.114,edm
Camaleon,3yYGdYXbtXT2cc1TVcc1Ld,0.00217,0.66,0.756,0.729,1.0,0.283,-8.605,1.0,0.0362,123.009,4.0,0.318,edm
Trojan Love - Original Club Mix,283e2rkf3A78qmcp5xjOTT,0.0145,0.653,0.524,0.614,7.0,0.149,-11.505,1.0,0.0336,124.006,4.0,0.233,edm
Love And Hate,5Vt5PmlQvb0U9HbEX0qYRi,0.000405,0.713,0.629,0.401,3.0,0.0804,-8.004,1.0,0.0333,121.975,4.0,0.201,edm
All Night,0yWaf1ysK8f1DXtIlHqdAs,0.00417,0.713,0.683,0.364,6.0,0.105,-9.934,0.0,0.0354,121.993,4.0,0.138,edm
To Be Written - Lunar Plane Remix,2ItIqM6gawNDBLAPHDbJzO,0.397,0.677,0.539,0.794,11.0,0.118,-10.081,0.0,0.036,121.998,4.0,0.299,edm
Can't Get Enough,3IvodZAm4vD1PM3bIEw9Ik,0.0732,0.691,0.745,0.849,7.0,0.0503,-9.084,1.0,0.0432,124.005,4.0,0.153,edm
Noso,3HHsTf003jTaiysd5xFQML,0.15,0.678,0.651,0.852,5.0,0.0889,-10.609,0.0,0.0481,123.002,4.0,0.0607,edm
Whiter Shade of Pale,7DwiBEHsEszjbZUEdnADX6,0.000193,0.503,0.886,0.529,0.0,0.118,-6.9,1.0,0.0353,121.024,4.0,0.196,edm
Nice to Meet You,1AuaqlZieND0Ydk2xTZRqe,0.000936,0.576,0.936,0.869,0.0,0.126,-9.604,0.0,0.0356,123.995,4.0,0.038,edm
Kami,3fPOazjC0Pv6bJBfG8sFFN,0.00404,0.807,0.942,0.88,10.0,0.0744,-9.485,0.0,0.0505,123.013,4.0,0.265,edm
Better In The Dark,16UraNXA43rxM6EihGAl9r,0.0123,0.622,0.805,0.745,7.0,0.0608,-10.757,1.0,0.0338,120.006,3.0,0.0417,edm
Restless,0xQCYPOdNabGkm4pEBn0Nb,0.00452,0.792,0.905,0.787,11.0,0.0851,-9.676,0.0,0.0474,121.992,4.0,0.0324,edm
Roads Of Gold - Edit,1M1g0SAJavX4mMLqEqKTDn,0.132,0.824,0.624,0.332,11.0,0.107,-8.198,1.0,0.062,117.996,4.0,0.285,edm
Letting Go,0MNM0hmteyINSvRtUIURTM,0.0161,0.808,0.468,0.874,9.0,0.111,-10.316,0.0,0.0431,120.013,4.0,0.346,edm
Howl - Logic1000 Remix,4ZS3lUdUGn5NFaw5FwWIgB,0.000363,0.802,0.776,0.84,1.0,0.0751,-7.673,0.0,0.0437,127.001,4.0,0.763,edm
Sweet Disposition - John Summit & Silver Panda Remix,6rGf5AsEaVskU0pO2ewcUL,0.0042,0.587,0.919,0.014,11.0,0.357,-4.679,0.0,0.0429,125.977,4.0,0.0745,edm
Sorry (with Madonna),5dW0cgZ9uV1W3PXtuTS5uP,0.000577,0.65,0.783,0.815,0.0,0.2,-8.061,1.0,0.0342,124.008,4.0,0.507,edm
Save Me,4b2rlKIqyLxpxoIaG7sZ5K,0.000485,0.673,0.908,0.781,6.0,0.113,-6.36,0.0,0.0387,126.013,4.0,0.045,edm
More Love - Rampa &ME Remix,70ofkwt6aIb4bPQ51OQMQO,0.000542,0.646,0.779,0.821,4.0,0.112,-10.793,0.0,0.0423,122.0,4.0,0.127,edm
Rhythm (Of The Night),4G58eym5EGj8ZG1qt8DXIx,0.000404,0.534,0.946,0.698,10.0,0.348,-6.632,1.0,0.0383,121.951,4.0,0.173,edm
Transmission - Joris Voorn Remix,6ziqWx82jgkQYhyIALoraH,0.292,0.711,0.838,0.927,2.0,0.146,-7.985,1.0,0.0423,124.002,4.0,0.223,edm
Best of Me - Radio Edit,4bJ7hDIjOucR0hGDEaVBOr,0.00202,0.552,0.944,0.333,4.0,0.256,-7.918,0.0,0.0623,124.97,4.0,0.0384,edm
I Got You,2FAik0wCT2bEcXMeYhoTkj,0.000774,0.597,0.905,0.305,10.0,0.243,-8.415,0.0,0.0387,149.984,4.0,0.818,edm
Dance With Me,0VbexUMmRVxsshn5PPqrfW,0.00203,0.793,0.703,0.549,6.0,0.114,-7.176,0.0,0.0629,124.005,4.0,0.463,edm
Welcome To The Opera (with Grimes),7hV8vZMezoQdSdvsi70Ioa,0.00983,0.341,0.918,0.335,5.0,0.455,-6.401,0.0,0.0548,124.994,4.0,0.0411,edm
Away With Me - Fideles Remix,3w0NSQwB6Tj2tJfcHAIRCL,0.0278,0.604,0.738,0.595,5.0,0.114,-9.1,1.0,0.0334,123.963,4.0,0.0578,edm
Up Down Jumper,0evYoPRWnnQ6ACNC0LJPul,0.000379,0.795,0.652,0.881,2.0,0.0879,-8.042,1.0,0.0434,124.995,4.0,0.121,edm
Perception,1ekuYNPiJXmXqb92TORiPX,0.0277,0.635,0.948,0.832,0.0,0.281,-4.899,1.0,0.0593,124.97,4.0,0.0378,edm
Concorde,1QWj9NYh8ZcSugtyBhSIea,0.000236,0.692,0.864,0.847,7.0,0.149,-9.116,1.0,0.0412,124.0,4.0,0.0313,edm
Tibet,7xvl39LuJ8o5yeHR1kta90,0.000355,0.729,0.919,0.616,4.0,0.321,-8.763,0.0,0.0855,123.989,4.0,0.0382,edm
JE N'EXISTE PAS,25xqUhCDGyJejMANoigvrI,0.00566,0.731,0.886,0.87,2.0,0.147,-5.264,1.0,0.0663,155.004,4.0,0.731,edm
Another Life - Marten Lou Remix,7IQDLhMpgQ23GIHh550TT9,0.00406,0.642,0.826,0.727,11.0,0.092,-5.247,0.0,0.0522,121.009,4.0,0.501,edm
Shelter,2scX5RdL0wByroF3sCBzDX,0.0025,0.616,0.926,0.174,2.0,0.104,-6.879,1.0,0.0555,123.983,4.0,0.123,edm
Zodiac,1yZBuUYcA0Ug7Y7ImNdhwt,0.0744,0.657,0.842,0.897,10.0,0.101,-9.015,0.0,0.0474,125.99,4.0,0.182,edm
In Your Arms,7lLuAZCes4jKORs3ak8xZP,0.000717,0.692,0.736,0.701,9.0,0.118,-6.482,0.0,0.0684,128.005,4.0,0.182,edm
Captain Nemo - Edit,0vwwoC3JkR0Cinl4i3DqU6,9.96e-05,0.725,0.746,0.84,8.0,0.113,-9.47,1.0,0.0487,124.973,4.0,0.0689,edm
Yumi,3AYRPb2JAD4GZ6L6LeHoj5,0.00118,0.724,0.684,0.473,5.0,0.01,-7.377,0.0,0.0355,121.992,4.0,0.337,edm
Aran,1smaJguPb8Psb3t4Jkds9X,0.000188,0.792,0.936,0.839,1.0,0.122,-5.841,1.0,0.143,123.993,4.0,0.0292,edm
Aria,5vFJOD9V4rHgTLWaBRGQ4N,0.00248,0.652,0.818,0.289,10.0,0.201,-5.994,0.0,0.0276,122.005,4.0,0.0893,edm
Closer,1rGnpPG0QHfqjDgM8cIf4A,0.00527,0.731,0.592,0.52,10.0,0.075,-9.577,0.0,0.0639,125.005,4.0,0.19,edm
I Go - DJ Koze Remix,75yKhfvUFlPi8niVVmlnHt,0.0498,0.822,0.551,0.26,1.0,0.217,-9.871,0.0,0.062,123.989,4.0,0.642,edm
Dope Dance,3wLOypLdLw1SGdbEUmivEj,0.0504,0.915,0.708,0.351,9.0,0.103,-7.518,1.0,0.141,119.955,4.0,0.383,edm
Darkness,65YXrDsZER1jlPAqFS9GDH,0.000513,0.803,0.686,0.839,2.0,0.0985,-9.289,1.0,0.0467,124.996,4.0,0.146,edm
LET'S DO IT AGAIN - Radio Edit,06eFWpksA3M9qg8GeOGGBX,0.242,0.66,0.837,0.876,2.0,0.0704,-7.415,0.0,0.0294,123.991,4.0,0.302,edm
Cosmovision,32JWyOLWccN1BwBvwjuChN,0.0676,0.644,0.758,0.864,1.0,0.104,-8.2,1.0,0.0387,128.021,4.0,0.0472,edm
Hera - Radio Edit,0jKXCKiiW0HBsWVJSrg713,0.000508,0.698,0.95,0.848,10.0,0.095,-4.759,0.0,0.0541,125.009,4.0,0.263,edm
Singularity,0yuJtvXsapVOQfNDYxQ5mw,0.0479,0.752,0.486,0.877,10.0,0.0926,-12.53,0.0,0.0493,121.0,4.0,0.0379,edm
Welcome The Night,4OlnouGKBwHSBt61wlFMcK,0.0156,0.382,0.859,0.793,11.0,0.13,-8.716,1.0,0.0443,121.962,4.0,0.262,edm
Birth4000,0ULiCJAR2lmaHrXvs3exRm,0.00115,0.784,0.955,0.924,6.0,0.0994,-9.211,1.0,0.057,126.258,3.0,0.507,edm
Horizon,2P6RQguS7aEMz5wfJupyzQ,0.0152,0.712,0.73,0.926,11.0,0.106,-7.749,0.0,0.0386,123.997,4.0,0.124,edm
Dimension,2kWWPlO74XtWFY0xiaFFqH,0.00593,0.806,0.476,0.902,1.0,0.111,-11.37,1.0,0.0701,125.012,4.0,0.0689,edm
Set My Mind Free,6YG9ny9p9PmMjIyJ0B1pVw,0.00953,0.636,0.915,0.349,9.0,0.0967,-7.468,0.0,0.0438,130.011,4.0,0.712,edm
Children - Mind Against & Dyzen Remix,5hr6v1jVSkiFaKq8ZvN7Md,0.0734,0.656,0.682,0.838,2.0,0.0878,-9.233,1.0,0.0488,121.998,4.0,0.399,edm
Mesmerize,6qlFi74GMP1OgN5Czct7yf,0.224,0.78,0.518,0.863,1.0,0.109,-12.999,1.0,0.0767,125.991,4.0,0.137,edm
Drop It Down,6euR4VW88wRwG6TTXI8YEE,0.000804,0.692,0.898,0.196,7.0,0.0245,-7.189,1.0,0.0729,134.983,4.0,0.388,edm
Lençóis (Love Me) - Cassian Remix,3sh22HAcptCRsS0clVlc81,0.00417,0.647,0.936,0.63,7.0,0.106,-5.611,0.0,0.0374,125.009,4.0,0.0399,edm
Change This Pain For Ecstasy,2o9XDwndOF3b3uQqoI6N53,0.114,0.668,0.789,0.023,0.0,0.246,-9.016,0.0,0.0402,127.966,4.0,0.744,edm
Independence,1nhtOnWnzXDnhfWZdqtu0m,0.00754,0.657,0.704,0.79,8.0,0.101,-9.149,0.0,0.0494,123.024,4.0,0.19,edm
Intuition,6nP0K210TKE3VtjkngS0ks,0.000477,0.58,0.926,0.784,10.0,0.0679,-6.602,0.0,0.0448,134.991,4.0,0.194,edm
Starchaser,6irg87ZXAFnNfSSyAN5RQM,0.000549,0.613,0.848,0.881,5.0,0.109,-7.022,1.0,0.0446,123.93,4.0,0.0893,edm
I Can't Save You,2QUuqXFWOBS1UDde1b0tSx,0.000575,0.776,0.712,0.61,5.0,0.0726,-5.955,0.0,0.0486,125.004,4.0,0.335,edm
Something On My Mind (Solomun Remix),7qoIMEX58PlFTai18Uf1ic,0.000264,0.601,0.864,0.636,2.0,0.148,-8.842,1.0,0.0377,124.012,4.0,0.103,edm
RIDERS ON THE STORM,6X9FcXuVtEUMaZrgcXING2,0.0084,0.64,0.855,0.648,11.0,0.239,-7.753,0.0,0.0586,122.002,4.0,0.0343,edm
Rebirth,4yaXiOi0fml3ehTPOovp5K,0.133,0.591,0.974,0.892,11.0,0.22,-6.369,0.0,0.0449,125.007,4.0,0.115,edm
Landa,72FN3KE2IoxGmyPGtQNcTV,0.00684,0.736,0.879,0.908,10.0,0.0679,-7.98,0.0,0.0412,123.977,4.0,0.049,edm
Silence,2QKv1gdooWYYvFo3YZaMcE,0.000747,0.537,0.907,0.132,4.0,0.103,-5.302,0.0,0.043,123.932,4.0,0.0398,edm
Waiting,7EVHULTsnqPHH2kvCQ1r8j,0.000366,0.657,0.97,0.276,5.0,0.318,-6.283,1.0,0.0582,125.002,4.0,0.618,edm
If I Live Forever,2BUF674QTAA8cL6YaBX3rd,0.00476,0.582,0.871,0.392,10.0,0.138,-6.202,0.0,0.0433,123.004,4.0,0.316,edm
How It Feels (feat. Lauren L'aimant),76UBVe7ZXMJj8rXwIfFUPZ,0.00229,0.63,0.938,0.72,1.0,0.0637,-6.288,1.0,0.0422,119.994,4.0,0.737,edm
Rise Of The 2nd Sun,12cknKcAEanf3PlwPOYvg5,0.000676,0.689,0.684,0.696,5.0,0.416,-6.348,1.0,0.046,123.993,4.0,0.194,edm
El Tiempo,3gqn5ShJpp0VTnPNzpdfJi,0.0596,0.815,0.589,0.907,11.0,0.1,-8.426,1.0,0.167,122.0,4.0,0.0501,edm
Boavista - Innellea's Arp Attachement,0h467C8iLWdgfW58aj0X0o,0.0668,0.689,0.773,0.794,0.0,0.103,-7.786,0.0,0.0507,123.995,4.0,0.138,edm
My City's On Fire,4naKJYQsRnQcBvYcgAGivQ,1.93e-05,0.636,0.691,0.0931,9.0,0.0809,-9.316,0.0,0.0389,118.995,4.0,0.937,edm
Do My Thing - Dixon Rework,4taJ42xa2t0EmWsrHcZNiz,0.00409,0.71,0.691,0.863,6.0,0.0985,-9.214,0.0,0.0426,127.992,4.0,0.239,edm
Stronger,7gGf1lpYd8AiibjYIh2ups,0.0107,0.645,0.945,0.67,7.0,0.0927,-6.51,1.0,0.0412,122.023,4.0,0.602,edm
Reflected Wisdom - Five Phases Project (4 / 5),7yU6xmRV36pHpsGTO9QMli,0.00211,0.672,0.8,0.851,5.0,0.0962,-8.187,0.0,0.0673,123.978,4.0,0.0753,edm
Cinecittà,7BpAUyMcDLWfFZo8tvJvh5,0.038,0.595,0.913,0.838,9.0,0.109,-6.225,0.0,0.0442,125.0,4.0,0.29,edm
Freedom,2bHGHbsFmjQdmdE7hZSKr6,0.00775,0.626,0.665,0.756,7.0,0.0811,-10.134,0.0,0.0574,125.009,4.0,0.0327,edm
She Could!,1twqQpzBuaDtwfAU7CXH9d,0.0156,0.771,0.625,0.876,0.0,0.115,-6.02,1.0,0.04,140.012,4.0,0.229,edm
Golden Child,7zly5twd2G3tWW7facoUQB,0.0118,0.864,0.443,0.763,1.0,0.108,-9.874,1.0,0.0737,124.998,4.0,0.114,edm
Paradise - Âme Remix,6m1p8pNdASucv2yWqYeMOs,0.015,0.747,0.642,0.371,5.0,0.0812,-9.743,0.0,0.0308,125.99,4.0,0.514,edm
AMA,4aJo4L06xodly3Gam3MSoP,0.000396,0.709,0.836,0.661,8.0,0.067,-10.108,0.0,0.0758,124.994,4.0,0.131,edm
Fly With Me,6ZbczOUKEUWZLxchgKbk9p,0.00328,0.695,0.845,0.859,7.0,0.0752,-7.619,1.0,0.0376,121.971,4.0,0.0388,edm
Immer - Oliver Koletzki Remix,4osJFT0X475tG30ymuC3DW,0.00702,0.691,0.698,0.471,7.0,0.123,-9.255,0.0,0.0345,122.993,4.0,0.156,edm
Footprints,0pJFuImM8bxl1Oj9HW4oVt,0.00056,0.635,0.931,0.735,1.0,0.0662,-5.143,1.0,0.0424,123.007,4.0,0.627,edm
Irreversible,5dhrGi8mhNpT8949MbgW9v,0.339,0.823,0.698,0.872,10.0,0.0897,-9.58,0.0,0.0612,122.013,4.0,0.227,edm
Deeper Well,333XFHKsHU0pOocFzBgrJi,0.48,0.587,0.532,0.0,0.0,0.179,-7.87,1.0,0.0278,110.902,4.0,0.352,country
Think I'm In Love With You,65M92JpTbAdHmTQm4jGaDa,0.187,0.671,0.418,0.215,6.0,0.132,-14.124,0.0,0.0371,91.866,4.0,0.607,country
Tucson Too Late,2hNQDbZcN3vqRAuwiz7poI,0.628,0.661,0.707,1.85e-06,7.0,0.0852,-7.19,1.0,0.0285,105.917,4.0,0.385,country
your place,2z5t8IRRtt5vwkSzP9umJo,0.134,0.448,0.632,0.0,5.0,0.317,-4.083,1.0,0.0297,76.968,4.0,0.418,country
Ain't Doin' Jack,1cF5gDFBHOprIKwzFORNjH,0.0171,0.586,0.884,0.0,11.0,0.108,-4.105,1.0,0.0448,129.938,4.0,0.665,country
Wine Into Whiskey,2DVHIJA2bLas9cGLmHmUsY,0.514,0.685,0.642,0.000984,11.0,0.0942,-5.406,1.0,0.0356,149.986,4.0,0.318,country
Man Made A Bar (feat. Eric Church),73zawW1ttszLRgT9By826D,0.123,0.498,0.764,3.07e-05,4.0,0.119,-5.006,1.0,0.0309,147.984,4.0,0.489,country
Wildflowers and Wild Horses (Single Version),6d3QUBsiAw3aZI6F2mMhzk,0.347,0.442,0.644,1.73e-06,10.0,0.128,-5.787,0.0,0.0378,117.379,4.0,0.34,country
Old Dirt Roads,0ayd4fDb6rMZl9uqCY3Hzl,0.25,0.509,0.793,0.0,1.0,0.236,-3.229,1.0,0.0376,165.964,4.0,0.767,country
This Heart,1KtQmheytoTI6kOM8yCowf,0.0889,0.406,0.843,0.0,10.0,0.158,-5.124,0.0,0.0526,150.054,4.0,0.271,country
Country Boy's Dream Girl,1UlwFwRrb4Kth3TwnjBAJV,0.234,0.591,0.756,1.44e-06,8.0,0.097,-4.573,1.0,0.0403,139.991,3.0,0.46,country
This Town's Been Too Good To Us,6vsa5VDsIaWC8oJnowU65l,0.0603,0.696,0.555,0.0,11.0,0.175,-7.035,1.0,0.0353,104.989,4.0,0.577,country
Tennessee Don't Mind,6LaW2p9BxzbSGefvoW8Y4T,0.00428,0.368,0.863,1.94e-05,11.0,0.201,-4.171,0.0,0.048,172.954,4.0,0.399,country
Back Then Right Now,0GdZqKPBrvkpo7mk2OyHtf,0.0164,0.659,0.865,0.0,7.0,0.134,-4.416,1.0,0.0541,126.998,4.0,0.761,country
No Caller ID,2uHgCkaiHwZKl7tDBTVsyW,0.127,0.332,0.531,0.0,4.0,0.189,-6.09,1.0,0.0396,146.5,4.0,0.11,country
Where the Wild Things Are,0eBFgRxyVSeuT4iyrbukdn,0.0189,0.708,0.731,4.47e-06,3.0,0.129,-4.872,1.0,0.0345,116.975,4.0,0.379,country
Rain In The Rearview,10kDUCSM3OZ99MfMcRboZB,0.524,0.442,0.608,0.0,6.0,0.185,-6.262,1.0,0.0331,159.779,4.0,0.378,country
Burns Like Her,5XT8mK0cvCkx6Sx7Z7igmI,0.00796,0.621,0.883,0.00336,1.0,0.114,-4.819,1.0,0.0304,104.018,4.0,0.304,country
Wondering Why,1HbzxLqpNVPdiBXvpC7Ovb,0.85,0.524,0.209,0.0,4.0,0.173,-12.437,1.0,0.0405,148.59,3.0,0.347,country
Bulletproof,6VpH2prT3NGiK5pnpG2L3J,0.0361,0.444,0.727,0.0,7.0,0.114,-5.177,1.0,0.0394,79.912,4.0,0.519,country
Boys Back Home,1hgINxfKQlJOikzd9skvC2,0.0686,0.479,0.926,0.0,10.0,0.0983,-2.014,1.0,0.0495,140.154,4.0,0.564,country
Austin,6b81dy3WjbozXK6b7C1gu5,0.468,0.75,0.671,3.75e-06,0.0,0.108,-6.753,1.0,0.0532,114.902,4.0,0.738,country
Where It Ends,0wXThIDxO3YRJCpPgnmbkw,0.259,0.431,0.837,0.0,9.0,0.0879,-5.067,1.0,0.0432,170.041,4.0,0.648,country
Bigger Mistakes,1pmBuw9a3r467tlzVZj0P4,0.0272,0.604,0.881,0.0,11.0,0.263,-4.036,1.0,0.0544,104.942,4.0,0.74,country
TEXAS HOLD 'EM,7cPPeSxJ1VNAzUFH3Ms4Tm,0.585,0.73,0.717,0.0,2.0,0.133,-6.551,1.0,0.0723,110.014,4.0,0.408,country
Jack and Diet Coke,55a01VsdKH2OeSXLGy9wd5,0.487,0.674,0.561,0.0,4.0,0.116,-6.457,0.0,0.0274,138.02,4.0,0.383,country
Burn It Down - Radio Edit,4bARASJEokNacSYtEhoNBp,0.11,0.484,0.753,5.95e-06,2.0,0.193,-5.23,1.0,0.0503,80.995,4.0,0.281,country
I Will (When You Do),7BH39iq4k2366YgJgbf8b4,0.14,0.441,0.793,0.0,1.0,0.068,-5.307,1.0,0.0431,156.147,4.0,0.348,country
Breakin' in Boots,4usnf7irdy9PrVsmb82BXI,0.00389,0.587,0.803,0.0,0.0,0.198,-4.243,1.0,0.0427,114.08,4.0,0.62,country
Devil You Know,6tWGe6nvXFWT0KhGCXM89q,0.00801,0.52,0.8,0.0,1.0,0.303,-4.256,1.0,0.041,93.155,4.0,0.538,country
Last Rodeo,2neydrTb5GVPRHNNmW0iPP,0.0419,0.467,0.908,0.0,11.0,0.277,-4.164,0.0,0.0511,160.036,4.0,0.459,country
Anybody But You,12qLkwjMVp1eTvHfjl2M5g,0.195,0.404,0.835,0.0,1.0,0.326,-6.193,0.0,0.0789,175.914,4.0,0.535,country
Coal,4dtIxANFBU6CfhI9c2hf2g,0.753,0.522,0.223,0.0,1.0,0.165,-9.561,0.0,0.0345,97.045,4.0,0.439,country
I Can Feel It,2eGvz6O6tVnh9nKiitDEhZ,0.00281,0.529,0.866,0.00526,3.0,0.0287,-5.816,0.0,0.0452,116.004,4.0,0.55,country
23,1ZpPaBDswjV3VSUKqLDXPE,0.276,0.626,0.583,0.0,0.0,0.141,-7.346,0.0,0.0318,87.977,4.0,0.428,country
I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,0.554,0.429,0.453,2e-06,0.0,0.102,-7.746,1.0,0.0459,77.639,4.0,0.155,country
Young Love & Saturday Nights,1MCUz8U559nGEN377EHHaY,0.0223,0.538,0.842,0.000341,9.0,0.257,-5.309,1.0,0.0816,125.989,4.0,0.505,country
Cab In A Solo,67tSyNccxstGL1kLSR0wIb,0.018,0.567,0.728,2.23e-06,5.0,0.373,-6.69,1.0,0.0282,99.007,4.0,0.687,country
ghost in my guitar (feat. Chris Stapleton),0hQyFpC8af9Dj89fEYkXPG,0.375,0.611,0.629,0.0,0.0,0.0942,-5.928,0.0,0.0368,142.986,4.0,0.553,country
Let Your Boys Be Country,23bEisUvcSmIELLy4CMhkN,0.345,0.375,0.75,9.15e-06,5.0,0.0943,-4.048,1.0,0.0328,178.636,3.0,0.565,country
Take Her Home,0Jagf5iAYYiWAs0BEoWbWZ,0.184,0.572,0.825,0.0,6.0,0.184,-5.428,1.0,0.106,149.012,4.0,0.518,country
All Again,7gbGedaqoNVDJ8JU79AGgX,0.217,0.511,0.454,0.000704,8.0,0.129,-9.24,1.0,0.0257,92.089,4.0,0.548,country
we don't fight anymore,2dPwBKr5uJeCeyd5IoWi8W,0.673,0.619,0.564,0.0,4.0,0.184,-6.517,1.0,0.0302,129.944,4.0,0.419,country
BREAK IT IN A BAR,28dwWN6sZQGBSZuMdCbbQY,0.0529,0.585,0.854,0.0,11.0,0.137,-5.693,0.0,0.0593,119.99,4.0,0.328,country
Wild Ones (feat. Jelly Roll),2kE2HFBFkJ0VMw3igxYohz,0.0878,0.65,0.689,0.0,0.0,0.172,-3.543,1.0,0.0449,136.03,4.0,0.294,country
Mamaw's House,3eNOyXmzuA46bUvi8FkIoW,0.0177,0.559,0.704,0.0,2.0,0.0821,-7.686,1.0,0.0338,89.985,4.0,0.422,country
Dirt Cheap,48X5k2vce5rXckgDAnXMsa,0.111,0.62,0.507,0.0,1.0,0.101,-5.891,1.0,0.0307,120.065,4.0,0.266,country
Take Forever (Hally's Song),3pBYIDSYwHpGMjq0nss6KZ,0.593,0.616,0.624,0.0,11.0,0.133,-5.975,1.0,0.0425,145.865,4.0,0.312,country
Save Me (with Lainey Wilson),30LZU3ReFIndjHLfaahreM,0.382,0.564,0.612,0.0,0.0,0.11,-5.018,1.0,0.0248,83.03,3.0,0.146,country
Things I Take For Granted,2d3KkBpDlOCLT5Wlhrwhfd,0.169,0.463,0.595,0.027,0.0,0.359,-5.952,1.0,0.0282,162.983,4.0,0.454,country
9 to 5,4w3tQBXhn5345eUXDGBWZG,0.416,0.554,0.783,1.54e-06,6.0,0.631,-5.852,1.0,0.0457,105.39,4.0,0.813,country
Whiskey Glasses,6foY66mWZN0pSRjZ408c00,0.369,0.614,0.68,1.84e-06,6.0,0.115,-4.58,1.0,0.0289,149.959,4.0,0.707,country
Check Yes Or No,6iy4PoAuZBMvtrlDX4VxC7,0.0551,0.708,0.524,3.21e-06,5.0,0.0371,-12.644,1.0,0.0352,111.482,4.0,0.69,country
Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,0.0153,0.464,0.813,0.0,10.0,0.254,-6.185,1.0,0.0416,75.977,4.0,0.515,country
The Gambler,5KqldkCunQ2rWxruMEtGh0,0.342,0.671,0.501,0.0,4.0,0.194,-13.119,1.0,0.0594,87.04,4.0,0.86,country
American Kids,1dgWTMoHwTUnQhOQ8SR5fV,0.0476,0.782,0.589,5.84e-06,0.0,0.0366,-7.37,1.0,0.0803,85.022,4.0,0.849,country
As Good As I Once Was,7G6l2FtQyRhQgYgut2I6i8,0.266,0.68,0.87,0.0,5.0,0.109,-4.461,1.0,0.0393,119.075,4.0,0.646,country
Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,0.418,0.595,0.389,1.39e-06,2.0,0.116,-9.245,1.0,0.0349,166.052,4.0,0.4,country
You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n,0.363,0.585,0.494,0.0,3.0,0.0886,-8.751,1.0,0.0353,133.822,4.0,0.634,country
